,NAME,CUISINE_LVL1,CUISINE_LVL2,CUISINE_LVL3,COST
14306,Adiras Kitchen,North Indian,Mughlai,Chinese,Low
14307,Zaika,Chinese,North Indian,Seafood,High
14308,Just Fry Eat,Goan,Seafood,,High
14309,Waah Tandoor,North Indian,Chinese,Kebab,Low
14310,Konkan Kinara,North Indian,,,Low
14311,Sindhian Authentic Sindhi Cuisine,Sindhi,Street Food,,High
14312,Downtown Dhaba,North Indian,Chinese,Biryani,High
14313,Sai Sagar,North Indian,Chinese,South Indian,Low
14314,New Rajasthan Dairy Farm,Mithai,,,Low
14315,Amchi Mumbai,Fast Food,,,Low
14316,Powai 76.Inn,Chinese,Italian,,Low
14317,Gopalas Residency,North Indian,Chinese,,High
14318,Caramel Carousel,Bakery,Desserts,,High
14320,Modern Lunch Home,North Indian,Chinese,,High
14321,Shalimar Caterers & Dum Biryani,Mughlai,North Indian,,Low
14322,Dragon Roof,Chinese,,,Low
14323,Chai La Tandoor Chai,Sandwich,Burger,Fast Food,Low
14324,Vaishali Family Restaurant,Maharashtrian,Chinese,,Low
14325,Savita'S Mast Malvani,Malwani,Maharashtrian,,Low
14326,Harpal Foods,North Indian,Chinese,Seafood,High
14327,Zaikaa,North Indian,Chinese,,High
14328,Sai Leela,North Indian,Chinese,,Low
14329,Nirmal,North Indian,,,Low
14330,Tanvish Veg-Non Veg Family Restaurant,Seafood,Biryani,Maharashtrian,High
14331,Roadside Romeo Chinese Corner,Chinese,,,Low
14332,Potoba-Sea Food Restaurant,Seafood,Maharashtrian,Malwani,High
14333,Bay Of Bengal,Bengali,North Indian,,Low
14334,Royal Treat Wine N Dine,North Indian,Chinese,Thai,Low
14336,Indianaa,Fast Food,Chinese,,High
14337,Izaya,Malaysian,Asian,Thai,High
14338,Hotel Satkar Pure Veg,North Indian,South Indian,Chinese,High
14339,Ganga Sagar Juice Centre,Juices,Beverages,,Low
14340,Mahalaxmi Hotel,South Indian,,,Low
14341,Mad For Momos,Momos,Fast Food,,Low
14342,Sai Prasad Veg Dine,Chinese,North Indian,Maharashtrian,High
14343,Swagath Restro Bar,North Indian,,,High
14344,Jacks Burg,Fast Food,Burger,Continental,Low
14345,Hira Mistan,Mithai,,,High
14346,Shree Durga Restaurant,North Indian,Chinese,,High
14347,The Rolling Kitchen,Italian,South Indian,,Low
14348,Chai Wai,Cafe,Fast Food,Gujarati,High
14349,Lazeez Multi - Cuisine Family Restaurant,North Indian,Chinese,Thai,High
14350,Kolhapuri Thaska,Maharashtrian,,,Low
14352,The Food Love,Fast Food,Pizza,Momos,Low
14353,Combo Kitchen,Chinese,Sandwich,Fast Food,Low
14354,Talokar Bakers,Bakery,,,Low
14355,Vyanjan,North Indian,Mithai,,Low
14356,Hideout Lounge,Continental,Chinese,Italian,High
14357,Visava Chinese Corner & Family Restaurant,Chinese,,,Low
14358,Hotel Visava,North Indian,South Indian,Chinese,Low
14359,Gugil'S,North Indian,Chinese,,High
14360,Mesa Bistro - Svenska Design Hotel,Continental,Italian,North Indian,High
14361,Bhagirathi Restaurant,South Indian,North Indian,Chinese,High
14362,Dosa & More,South Indian,,,Low
14363,Santosh,South Indian,North Indian,,Low
14364,The Appetite,Bihari,,,Low
14365,Sweet Treats,Bakery,,,High
14366,Frozen Fundae,Ice Cream,,,Low
14368,Drops Of Heaven Patisserie,Bakery,,,Low
14369,K.G.N Chicken Shawarma,Mughlai,,,Low
14370,Turning Point,North Indian,Chinese,Seafood,High
14371,Sai Kiran,North Indian,Chinese,Mughlai,High
14372,Palates - Hotel Satkar Residency,North Indian,Continental,Mughlai,High
14373,Shubham,South Indian,Chinese,North Indian,Low
14374,Paratha'S,North Indian,,,High
14375,Rameshwar South Indian Food Express.,South Indian,,,Low
14376,Sai Shabari'S,Seafood,North Indian,Chinese,High
14377,12 O' Clock Hunger,Biryani,Chinese,Sandwich,High
14378,Mother'S Touch Rajasthani,Rajasthani,,,Low
14379,Omelette Factory,Fast Food,,,Low
14380,The Offside,Italian,Fast Food,Beverages,Low
14381,Gk'S Kitchen,North Indian,Chinese,Biryani,High
14382,Chinese For You,Chinese,,,Low
14384,S.P. Food Station,North Indian,Chinese,,High
14385,The Rolling Cafe,Fast Food,,,Low
14386,Snack Smack,Fast Food,,,Low
14387,Fusion Thali'Zz & Paratha'S,North Indian,Chinese,Fast Food,High
14388,Tandoori 99,Biryani,Chinese,,High
14389,Falafel Bites,Lebanese,,,High
14390,Famous Biryani,Biryani,Rolls,Beverages,High
14391,Sitaram Bhojanalay,North Indian,,,Low
14392,Daddys Tasty Kitchen,Chinese,Burger,,Low
14393,The Nawabs,Mughlai,Bengali,,High
14394,Iti  Restaurant,Bengali,,,High
14395,Rd'S Freshoss Lebanese,Lebanese,,,Low
14396,Sairaj Pure Veg Family Restaurant,North Indian,South Indian,Chinese,Low
14397,Mumbai Masala,North Indian,Chinese,Mughlai,High
14398,Amruta Multi Cuisine Restaurant,North Indian,Chinese,Beverages,High
14400,Gaylord,Continental,North Indian,Desserts,High
14401,Foodynians,Mexican,Fast Food,,High
14402,Granville Idc Kitchen,South Indian,,,Low
14403,Cream Centre,Continental,North Indian,Italian,High
14404,East Asia - The Asian Fanfare,Asian,Chinese,Japanese,High
14405,The Oaks - Lounge & Bar - Gcc Hotel & Club,Chinese,North Indian,Continental,High
14406,Saheb Restaurant,Chinese,North Indian,Mangalorean,High
14407,Laxmi Punjab Restaurant & Bar,Seafood,North Indian,Chinese,High
14408,Bismilla Restaurant,Chinese,North Indian,Biryani,Low
14409,Hanuman Bar & Restaurant,Chinese,Fast Food,North Indian,High
14410,Juicy Stuff,North Indian,Chinese,Mughlai,High
14411,Geeta Refreshments,Fast Food,North Indian,South Indian,Low
14412,Copper Bell,Desserts,Ice Cream,,Low
14413,Food King Restaurant,North Indian,Chinese,,Low
14414,Oonza,North Indian,Chinese,,Low
14416,Mid Night Chinese,Chinese,,,Low
14417,Royal Foods Punjabi Dhaba,North Indian,Chinese,,High
14418,Recess Cafe,Fast Food,Pizza,Beverages,Low
14419,Ching'S,Mughlai,Chinese,North Indian,High
14420,Tandoor Junction,Mughlai,,,Low
14421,Biryani Parlour,Biryani,,,Low
14422,Hotel Heera Panna,Chinese,North Indian,Mughlai,High
14423,Prachi Sandwich Corner,Fast Food,Sandwich,,Low
14424,King Of Paratha,North Indian,,,Low
14425,Hotel Priya,North Indian,Chinese,,High
14426,Hungry Birds,Fast Food,,,Low
14427,Shree Gurushyam,North Indian,Chinese,Fast Food,Low
14428,Flavours Of Calcutta,Bengali,,,High
14429,Kailash Sarovar,North Indian,South Indian,Fast Food,High
14430,Chawla'S Soya Chaap,North Indian,Lebanese,,Low
14432,Palava Seafood & Tandoori Junction,North Indian,Chinese,Biryani,High
14433,Red Chilli Dragon,Chinese,,,Low
14434,Akkis Family Restaurant,North Indian,Chinese,Continental,High
14435,Nityanand,North Indian,South Indian,Chinese,High
14436,Sindhudurg,Seafood,,,High
14437,Friends Cafeteria,Chinese,Fast Food,Biryani,Low
14438,Mealbox,Bengali,Continental,Biryani,Low
14439,Surds Chinese Cuisine,Chinese,,,High
14440,Aakash Sweets And Farsans,Mithai,Street Food,,Low
14441,Bikaner Mithaiwala,Fast Food,Mithai,,Low
14442,Green Guru,North Indian,South Indian,Fast Food,High
14443,Neelam'S Pride,Chinese,Fast Food,North Indian,High
14444,Shree Chakra Restaurant & Bar,Chinese,North Indian,Seafood,Low
14445,Triveni Veg Restaurant,South Indian,North Indian,,Low
14446,Sainath,North Indian,South Indian,Fast Food,Low
14448,Masala Kadai,North Indian,Chinese,Beverages,High
14449,Begum'S Biryani,North Indian,Chinese,Biryani,High
14450,Gables,Continental,Goan,Fast Food,High
14451,Radhe Krishn Pav Bhaji Centre,Fast Food,,,Low
14452,The Next Door Baker,Bakery,Desserts,,Low
14453,Kapaleshwer Fast Food Centre,Fast Food,,,Low
14454,Queen'S Chinese,Chinese,,,High
14455,Take A Bite,Chinese,Fast Food,,Low
14456,Hotel Mausam,North Indian,Chinese,,High
14457,Shanti Coffee House,South Indian,North Indian,Street Food,Low
14458,Sampoorna,South Indian,North Indian,Chinese,High
14459,Dragon Spice,Chinese,,,High
14460,Apni Rasoi,Seafood,Maharashtrian,Malwani,High
14461,Food Village,Chinese,North Indian,Mughlai,High
14462,Icy Villa,Ice Cream,Cafe,,High
14464,Sangam - Wine & Dine,North Indian,Maharashtrian,Chinese,High
14465,Rushd Corner,Fast Food,Chinese,Lebanese,Low
14466,New Shiv Sagar,Chinese,,,High
14467,Kavita'S Evening Kitchen,North Indian,,,High
14468,Hotel Sai Leela,North Indian,Chinese,Street Food,High
14469,Real Biryani,Biryani,,,High
14470,Konkan Foods,Malwani,North Indian,Mughlai,High
14471,Delicious,Desserts,,,Low
14472,Punjab Street,North Indian,Chinese,,High
14473,Captain Curry,North Indian,Asian,Chinese,High
14474,Ubq By Barbeque Nation,North Indian,BBQ,Kebab,High
14475,Masalaa Family Restaurant,North Indian,Chinese,,Low
14476,Khau Galli,Fast Food,Sandwich,Pizza,Low
14477,Hunger N Taste,Chinese,Fast Food,,High
14478,Dalchini,Konkan,Maharashtrian,Seafood,High
14480,Hotel Suprabhat,North Indian,Fast Food,South Indian,Low
14481,Khubz,Chinese,Fast Food,Arabian,High
14482,Garcia'S Pizza,Pizza,Fast Food,,High
14483,Dev Govardhan,Fast Food,,,High
14484,Hotel Shivam Swad,South Indian,North Indian,Chinese,High
14485,Ram Frankey,Fast Food,,,Low
14486,Sanman,Chinese,Fast Food,North Indian,Low
14487,Hotel Roti,Chinese,North Indian,Seafood,High
14488,U. S Pizza,Pizza,Fast Food,,High
14489,The Laughing Buddha,Chinese,,,Low
14490,Tadka Punjab Da,North Indian,,,High
14491,Joseph'S Tandoori Kitchen,North Indian,Mughlai,,High
14492,Aden Bakery,Bakery,Desserts,Fast Food,Low
14493,Mumbai Flavours,North Indian,Seafood,Mughlai,High
14494,Mealbox,North Indian,Chinese,Mughlai,High
14496,Kinara,North Indian,Chinese,Seafood,High
14497,Shoolin Reading Cafe,Burger,Tea,Cafe,High
14498,Bombay Chowpatty,Fast Food,Street Food,Desserts,Low
14499,New Daawat Family Restaurant,North Indian,Chinese,,Low
14500,Balaji Pav Bhaji,Street Food,,,Low
14501,Govindam,North Indian,South Indian,,Low
14502,Aagri Tadka,Seafood,Malwani,Maharashtrian,High
14503,Punjab Hut,North Indian,Mughlai,Chinese,High
14504,The Medals Cake Shop,Bakery,Desserts,Fast Food,Low
14505,Grill It,Italian,American,Mexican,High
14506,Tasty Bite'S,Italian,Fast Food,,Low
14507,Vishwa Bharat,North Indian,Chinese,Mughlai,High
14508,Poonam Kapur'S Healthy Kitchen,North Indian,Healthy Food,,Low
14509,A Square Kitchen Services,North Indian,Chinese,Seafood,High
14510,Modern Street Corner,South Indian,Street Food,Fast Food,Low
14512,Rasoi Ghar,Chinese,Continental,Desserts,High
14513,The Spice House,North Indian,Chinese,,High
14514,Chak De Dabbe!,North Indian,,,Low
14515,Delicious Pure Veg,North Indian,South Indian,Chinese,High
14516,Ithaka - Veg Lebanese Kitchen,Lebanese,,,High
14517,Rice Express,North Indian,Chinese,Continental,High
14518,Guddu Da Dhaba,North Indian,Mughlai,Chinese,High
14519,Fingers Cross,Continental,Seafood,Mexican,High
14520,Carousel - The Bake About,Bakery,Desserts,,Low
14521,Gurudev Garden,North Indian,Chinese,Seafood,High
14522,La Patisseric Accueil,Desserts,Bakery,,Low
14523,Malvani Bango,Malwani,,,Low
14524,Al Noor Seekh Paratha,North Indian,Rolls,,Low
14525,Hotel Image,North Indian,Chinese,Continental,High
14526,Malhaar Fast Food,Chinese,Fast Food,North Indian,High
14528,Revel,North Indian,,,High
14529,Cafe' Urbana,Cafe,Fast Food,,High
14530,Dosa Centre,South Indian,Street Food,,Low
14531,Jenifer Bhojnalay,North Indian,Chinese,,Low
14532,Pooja Food Corner,Chinese,South Indian,,Low
14533,Rishi Food Express,North Indian,Chinese,,Low
14534,Bombay Sandwich & Juice Centre,Desserts,Ice Cream,,Low
14535,Cake Treats,Bakery,Desserts,,Low
14536,Sudarshan Restaurant & Bar,North Indian,Chinese,Mughlai,High
14537,Indian Legacy,Mughlai,North Indian,Biryani,High
14538,Daaku House,Mughlai,Chinese,,High
14539,Desire Foods,North Indian,Chinese,,High
14540,Burger Fries Factory,Burger,Fast Food,,Low
14541,Shaolin Express,Chinese,Thai,,Low
14542,Masala Kitchen,North Indian,South Indian,Biryani,High
14544,The Greek Loukoumades,Desserts,Beverages,Fast Food,High
14545,Shree Sai Ganesh Restaurant,Chinese,North Indian,,Low
14546,Miro Lounge - Svenska Design Hotel,Continental,Italian,North Indian,High
14547,Sai Leela,Fast Food,,,Low
14548,Hotel Swagat,Seafood,North Indian,Maharashtrian,High
14549,Hotel Citizen,Chinese,Mughlai,North Indian,Low
14550,Shree Sharneshwar Bhojnalaya,Maharashtrian,,,Low
14551,Hotel Gardenview,Chinese,,,Low
14552,Sweekaar,South Indian,North Indian,Street Food,High
14553,Brijwasi Sweet & Milk Bar,Mithai,,,Low
14554,L'Amour Cupcakes,Bakery,,,Low
14555,Haveli,Chinese,,,Low
14556,What'S Cookin,Italian,Mexican,,Low
14557,Christina'S,Bakery,,,Low
14558,Jay Bhavani Vadapav,Street Food,Fast Food,,Low
14560,Lazeezo,Mughlai,Biryani,North Indian,High
14561,Shree Krishna,Malwani,Seafood,,Low
14562,Kanpur Dughdhalay,Mithai,,,Low
14563,Uncle Samosa,Cafe,,,Low
14564,Hotel Afk Grill N Chill,North Indian,Chinese,,Low
14565,Indiaana Pizza & More,Pizza,Chinese,Fast Food,Low
14566,Harish'S Kitchen,North Indian,South Indian,Chinese,High
14567,A1 Biryani & Kabab'S,North Indian,Mughlai,,High
14568,Happiya Ice Creams,Desserts,Ice Cream,Beverages,Low
14569,Barbeque Point,North Indian,Kebab,,High
14570,Indorevala,Fast Food,North Indian,,High
14571,Mr Brown,Bakery,Desserts,,Low
14572,The Schezwan Company,Chinese,,,High
14573,Fisheriaa,Seafood,North Indian,Chinese,High
14574,Punjabi Twist,North Indian,,,High
14576,K.G.N Chicken Shawarma,Rolls,,,Low
14577,Sree Venky,Fast Food,Street Food,Juices,Low
14578,Moti Mahal,North Indian,Mughlai,Chinese,High
14579,Trimurti,Chinese,North Indian,South Indian,High
14580,Laxmi Vilas,North Indian,Chinese,Seafood,High
14581,Yolo,Italian,,,Low
14582,Vegan Burger Kitchen,Healthy Food,Fast Food,Desserts,High
14583,Cafe Sahar,North Indian,Chinese,,Low
14584,Salsetta,European,South American,,High
14585,Made In China,Chinese,Asian,Thai,High
14586,Manoj Wtc Pasta,Fast Food,,,Low
14587,Mittu'S Kitchen,Fast Food,Italian,,Low
14588,Juice Truck,Fast Food,Beverages,Desserts,Low
14589,The Big Wang Theory,Chinese,Asian,Thai,High
14590,Zam Zam,Mughlai,Chinese,,Low
14592,Punjabi Tadka,Chinese,North Indian,,High
14593,Dilkush Darbar,Seafood,North Indian,Chinese,High
14594,Hotel Chintamani,North Indian,Chinese,Malwani,High
14595,Little China,Chinese,,,Low
14596,Ramashraya,Chinese,North Indian,Seafood,Low
14597,Hotel Signature,North Indian,Chinese,,High
14598,Shree Krupa Hotel,Chinese,North Indian,,Low
14599,Desi Flavours,North Indian,Chinese,,High
14600,Turban Tadka,North Indian,Chinese,,High
14601,Hotel Kokan Swad,Malwani,Chinese,Indian,Low
14602,Sabri,Biryani,North Indian,Chinese,Low
14603,Hotel Sai Malvan,North Indian,Malwani,,High
14604,Mandana’S Kitchen,Iranian,,,High
14605,Biryani House,Chinese,Biryani,North Indian,Low
14606,Spice Mumbai Fine Dine & Bar,North Indian,,,High
14608,Lazeez Family Restaurant,North Indian,Mughlai,Chinese,High
14609,Pratham Kitchen,North Indian,Chinese,,High
14610,Homaid - Your Alternative Kitchen,North Indian,,,High
14611,Vrindavan Sweets,Mithai,,,Low
14612,Foodie Corner,Chinese,Kebab,,High
14613,Northren Kitchen,North Indian,Chinese,,Low
14614,Shree Ganesh Fast Food,Fast Food,Street Food,,Low
14615,Maalenadu,South Indian,North Indian,Sandwich,High
14616,Sk Foods & Chinese,North Indian,Chinese,,High
14617,Hotel Prashanth Bar & Restaurant,Chinese,Biryani,Mughlai,High
14618,Prasad,North Indian,Mughlai,Chinese,High
14619,Paprika,Italian,Continental,,Low
14620,Subhadra Pure Veg,Chinese,Indian,North Indian,Low
14621,Hyderabadi Dum Biryani & Family Restaurant,North Indian,Chinese,Biryani,High
14622,Hoy Maharaja,Malwani,Seafood,North Indian,High
14624,Frost N Flames,Cafe,Desserts,,High
14625,Chai Tekdi,Cafe,Fast Food,,Low
14626,Carkhana,Italian,Mexican,,High
14627,Hotel Malhar,North Indian,Malwani,,Low
14628,Airoli Lunch Home,North Indian,Chinese,,Low
14629,Mysticmama Cafe,Cafe,,,High
14630,Ind Food Factory,Chinese,North Indian,Momos,Low
14631,Neelam Nx,Chinese,North Indian,,High
14632,Dum Phukt,North Indian,,,High
14633,Paratha & Biryani,North Indian,,,Low
14634,Sameer Vada Pav,Street Food,,,Low
14635,Tasgaonkar,Mughlai,,,Low
14636,Hotel Matruchhaya,Chinese,North Indian,Mughlai,High
14637,Mama Z'S,Bakery,Desserts,,High
14638,Hashtag Cafe,Fast Food,,,Low
14640,Kishor Sandwich Center,Fast Food,,,Low
14641,Kamat,Chinese,Fast Food,North Indian,Low
14642,Vithal'S Family Restaurant And Bar,North Indian,Street Food,,Low
14643,Polar Cream,Ice Cream,Desserts,,Low
14644,Swad Take Away,Maharashtrian,,,Low
14645,Pav Bhaji King,Chinese,Fast Food,,Low
14646,Cafe Lazeez,Chinese,Mughlai,,Low
14647,Siddhu'S Kitchen,Mughlai,North Indian,Chinese,High
14648,Fit Food Meal,Fast Food,Burger,Sandwich,High
14649,Khanderaya Fast Food,North Indian,Fast Food,,Low
14650,Saiba,Chinese,North Indian,Kebab,High
14651,Saayba Hotel,Seafood,Maharashtrian,Malwani,High
14652,Foodie'S Junction,Bengali,North Indian,,High
14653,Chhaya Lunch Home,South Indian,,,Low
14654,Deep Snacks Corner,South Indian,Chinese,North Indian,High
14656,Shanbhag,North Indian,South Indian,Chinese,High
14657,Amarnath Fast Food,Fast Food,,,Low
14658,Honey Baker'S,Desserts,,,Low
14659,Hotel Real Taste,North Indian,Chinese,Seafood,High
14660,Al Baek Burgers,Fast Food,Burger,,Low
14661,Yara Falooda,Desserts,,,Low
14662,Shubhangan Pure Veg,North Indian,Chinese,South Indian,Low
14663,Shawarma Corner,Lebanese,Fast Food,Rolls,Low
14664,Bholenath Pav Bhaji,North Indian,,,Low
14665,Carol'S,Italian,Pizza,Fast Food,High
14666,Zanzanit Marathi Mejwani,Chinese,Maharashtrian,,Low
14667,Dattakrupa,North Indian,Seafood,,High
14668,The Bassein Palate,North Indian,Chinese,Thai,High
14669,Swad Sagar,North Indian,South Indian,Chinese,Low
14670,Golden Family Restaurant,North Indian,South Indian,Chinese,Low
14672,Chai Ke Saath,Fast Food,Beverages,,Low
14673,Vegetarian China,Chinese,,,Low
14674,Rasoi,North Indian,Chinese,,High
14675,Ruchi Home Chef,North Indian,,,Low
14676,The Noodle Box,Chinese,,,High
14677,Alma Biryani & Tawa Corner,Biryani,North Indian,,Low
14678,Zafran Hyderabadi Biryani,Biryani,Chinese,Mughlai,High
14679,Associate'S Cafe,North Indian,Chinese,Mughlai,High
14680,Keys Cafe - Keys Select Hotel Nestor,North Indian,Continental,Chinese,High
14681,Pizzzario,Fast Food,Pizza,,Low
14682,Aao Khaao Yaaro,Fast Food,North Indian,,Low
14683,Yaadgaar,Chinese,North Indian,,Low
14684,White Rose Cafe,Cafe,American,Bakery,High
14685,Navik,North Indian,Chinese,South Indian,High
14686,Desi Zaikaa,North Indian,Chinese,Biryani,High
14688,Foodies Bite,Fast Food,,,High
14689,Shrikrishna Dining,North Indian,Maharashtrian,,High
14690,Shree Ram,South Indian,North Indian,Chinese,High
14691,Oh My Food! Kitchen,North Indian,Chinese,,Low
14692,Bhojon Rasik,Bengali,,,Low
14693,Cafe Squisito,Cafe,Fast Food,Beverages,High
14694,Punjabi Samosawala,North Indian,Fast Food,,Low
14695,Must Eat,Chinese,North Indian,,High
14696,F3 Chembur,Fast Food,,,Low
14697,Aryan Chinese Restuarant,Chinese,Biryani,,Low
14698,Crazy China,Chinese,,,Low
14699,Hotel Saurabh,North Indian,South Indian,Fast Food,High
14700,Blue Zone,Chinese,,,Low
14701,Swamy'S Fast Food,Fast Food,,,Low
14702,Riddhi Corner,Mughlai,Seafood,Chinese,High
14704,Mangalmurti Chinese Corner,Chinese,,,Low
14705,Hotel Regency,Chinese,North Indian,Konkan,Low
14706,Arun Restaurant & Bar,North Indian,Chinese,Mughlai,High
14707,Golden Punjab,North Indian,Chinese,,Low
14708,Anupam Bhojnalay & Paratha House,North Indian,,,Low
14709,Bamboo Spice Chinese Restaurant,Chinese,,,High
14710,The Patisserie Home,Bakery,Desserts,,Low
14711,Hotel Delight,Chinese,,,High
14712,Tokri Chaat,Street Food,,,Low
14713,Hotel Bawarchi,North Indian,Mughlai,Chinese,High
14714,Shree Sai Chaines Fast Food,Chinese,,,Low
14715,Sunrise,North Indian,Chinese,Mughlai,High
14716,The Bacckyard,North Indian,Chinese,Mughlai,High
14717,Shan - E - Punjab,Mughlai,Chinese,,High
14718,Bhau Kitchen,Fast Food,Street Food,,Low
14720,Aaswad,North Indian,Fast Food,,Low
14721,Arfa Sweets,Mithai,,,Low
14722,Tavvasland,Bakery,Beverages,,Low
14723,Sadguru Kitchen,North Indian,Chinese,,Low
14724,Good Food Cafe And Bakery,North Indian,,,Low
14725,Zafi Pizza Hub,Pizza,,,Low
14726,Puurn Bhoj,North Indian,Oriya,,High
14727,Nita Chicken Shawrama,Fast Food,Rolls,,Low
14728,Mina Mughal Darbar,Mughlai,North Indian,Biryani,High
14729,Food Point,Chinese,Mughlai,North Indian,High
14730,Live By Night,North Indian,Asian,Continental,High
14731,Wok N Roll,Chinese,Rolls,,Low
14732,Lalit Bakery,Bakery,,,Low
14733,Sarang Bandhu,South Indian,,,Low
14734,Howra Bistro,American,Burger,,High
14736,Choclates And Many More,Desserts,,,Low
14737,Frankie! Corner,Fast Food,Mughlai,,Low
14738,Spice Routes Kitchen,Biryani,Chinese,Hyderabadi,Low
14739,Wish Food Services,Gujarati,Rajasthani,Maharashtrian,Low
14740,Maitri,Chinese,Seafood,,High
14741,Nashta & U,Fast Food,,,Low
14742,Ekveera Dhaba,North Indian,Chinese,,Low
14743,Malwan Swad,Malwani,,,Low
14744,93 Chinatown,Chinese,North Indian,Thai,High
